,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
6688,Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0,0.01
6689,Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0
6690,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0,0,0.02,0
6691,Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.23,0.16,0,0.03
6692,Atlantis,2600,1981,Shooter,Imagic,1.18,0.08,0,0.01
6693,Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08
6694,Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0,0,0.77,0
6695,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,0.03,0
6696,Splatterhouse,PS3,2010,Action,Namco Bandai Games,0.13,0.02,0,0.02
6697,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0,0,0.22,0
6698,Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision,0.21,0.07,0,0.02
6699,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11
6700,SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0,0.06,0,0.48
6701,I Love Puppies,DS,2010,Simulation,Destineer,0.09,0,0,0.01
6702,Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0,0
6703,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0,0.05
6704,The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,0.04,0
6705,Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.2,0,0.08,0.01
6706,Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0,0,0.01
6707,NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
6708,Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0,0,0.27,0.01
6709,Jet X20,PS2,2002,Racing,Sony Computer Entertainment,0.11,0.09,0,0.03
6710,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,0.64,0.5,0,0.17
6711,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01
6712,Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08
6713,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02
6714,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,Majesco Entertainment,0.06,0.02,0,0
6715,Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0,0.06
6716,F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,0,0,0.28,0
6717,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04
6718,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0,0,0.05,0
6719,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17
6720,One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,Namco Bandai Games,0,0.1,0.17,0.02
6721,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0,0.02
6722,Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0,0,0
6723,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04
6724,Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07
6725,Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01
6726,InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01
6727,Hello Kitty: Birthday Adventures,DS,2010,Adventure,Namco Bandai Games,0.06,0.11,0,0.02
6728,Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12
6729,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0
6730,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04
6731,Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04
6732,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0
6733,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0,0.01
6734,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0
6735,Secret Service,X360,2008,Action,Activision Value,0.04,0,0,0
6736,Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0,0,0.03,0
6737,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0
6738,Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.34,0.02,0,0.03
6739,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04
6740,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46
6741,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0,0,0.28,0
6742,Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0.15,0,0,0.01
6743,300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0,0.06
6744,Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0,0
6745,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0
6746,Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0,0,0.01
6747,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01
6748,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0,0,0.01,0
6749,Double Dragon,2600,1989,Action,Activision,0.45,0.02,0,0.01
6750,Instant Brain,X360,2011,Adventure,Cave,0,0,0.01,0
6751,Bomberman 2,DS,2008,Puzzle,Hudson Soft,0,0.01,0,0
6752,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0,0,0.21,0
6753,Treasure World,DS,2009,Simulation,Aspyr,0.19,0,0,0.01
6754,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01
6755,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0
6756,Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0
6757,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,0.17,0
6758,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0
6759,Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0,0.01
6760,Reader Rabbit 2nd Grade,Wii,2011,Misc,Graffiti Entertainment,0.05,0,0,0
6761,Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0,0,0.19,0
6762,Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0,0.01
6763,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01
6764,Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft,0.24,0.11,0,0.04
6765,Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14
6766,Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0,0.07
6767,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.06,0.04,0,0.01
6768,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04
6769,Cities in Motion Collection,PC,2011,Simulation,Paradox Interactive,0,0.02,0,0
6770,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0,0.06
6771,Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01
6772,Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.01,0,0
6773,Mind over Matter,DS,2010,Puzzle,505 Games,0.02,0,0,0
6774,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0,0,0
6775,Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0,0.07
6776,Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,0.19,0.13,0,0.02
6777,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0,0.01
6778,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0,0,0.08,0
6779,Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.08,0,0,0.01
6780,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0,0,0.07,0
6781,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0,0,0.04,0
6782,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0,0
6783,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0,0,0.05,0
6784,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1
6785,SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1
6786,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17
6787,Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,Focus Multimedia,0,0.01,0,0
6788,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01
6789,Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0,0.02
6790,Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04
6791,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02
6792,Mobile Light Force 2,PS2,2002,Shooter,Taito,0.05,0.04,0,0.01
6793,Jurassic Park: The Game,X360,2011,Action,Kalypso Media,0.15,0,0,0.01
6794,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61
6795,Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,0.02,0
6796,Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,0.01,0,0,0
6797,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0,0,0.03,0
6798,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0
6799,Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.15,0.13,0,0.05
6800,Driver 2 Advance,GBA,2002,Action,Atari,0.25,0.09,0,0.01
6801,iCarly,DS,2009,Adventure,Activision,0.67,0.01,0,0.05
6802,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0,0,0.01
6803,Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0
6804,Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.15,0.1,0,0.02
6805,Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0,0.01
6806,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0,0,0.01
6807,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0,0,0.02
6808,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0,0,0.02
6809,Wing Arms,SAT,1994,Shooter,Sega,0,0,0.2,0
6810,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0
6811,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0,0,0.05,0
6812,Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0
6813,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02
6814,Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0,0.01
6815,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.14,0.12,0,0.02
6816,SimCity 4,PC,2003,Simulation,Electronic Arts,0.01,0.24,0,0.05
6817,Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0,0.01
6818,WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05
6819,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0
6820,Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0,0.1,0.01
6821,Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01
6822,Otogirisou,SNES,1992,Adventure,ChunSoft,0,0,0.16,0
6823,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0,0
6824,Half-Minute Hero 2,PSP,2011,Role-Playing,Rising Star Games,0,0,0.04,0
6825,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0,0
6826,Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,0.02,0
6827,Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0,0,0.38,0
6828,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006,Misc,Shogakukan,0,0,0.2,0
6829,Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0,0.03,0,0.01
6830,Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59
6831,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.22,0.04,0,0.02
6832,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0,0.04
6833,Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0,0,0.01
6834,Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,0,0,0.25,0
6835,Stuart Little 2,GBA,2002,Platform,Activision,0.33,0.12,0,0.01
6836,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0
6837,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0
6838,Build-A-Bear Workshop: Friendship Valley,Wii,2010,Misc,Activision,0.06,0,0,0
6839,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05
6840,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Sports,Konami Digital Entertainment,0,0,0.39,0.03
6841,Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0
6842,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.02
6843,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01
6844,No Man's Sky,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26
6845,Global Defence Force,PS2,2005,Shooter,Essential Games,0,0,0.17,0
6846,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,0.21,0
6847,Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,0.03,0,0,0
6848,Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0,0.01
6849,Kong: King of Atlantis,GBA,2005,Action,THQ,0.02,0.01,0,0
6850,NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0,0
6851,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01
6852,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01
6853,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0,0,0
6854,Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,0.14,0.11,0,0.04
6855,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1.04,0.01
6856,Mega Man ZX,DS,2006,Platform,Capcom,0.18,0,0.1,0.02
6857,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,0.12,0.03,0,0.01
6858,Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0
6859,SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0,0,0.26,0
6860,Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0.01,0.26,0.17
6861,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0
6862,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,0,0,0.02,0
6863,Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.01
6864,America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.08,0,0,0.01
6865,Wet,X360,2009,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05
6866,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0,0.04,0,0.01
6867,Minna no Conveni,DS,2010,Simulation,Taito,0,0,0.01,0
6868,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0
6869,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,0.02,0
6870,RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0,0
6871,Overlord: Dark Legend,Wii,2009,Action,Codemasters,0.12,0.22,0,0.04
6872,Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0,0,0.23,0
6873,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01
6874,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0,0
6875,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15
6876,Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.02,0.03,0.03
6877,Franklin the Turtle,GBA,2005,Misc,Game Factory,0.02,0.01,0,0
6878,The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01
6879,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22
6880,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0,0,0.27,0
6881,Contender 2,PS,2000,Fighting,3DO,0.31,0.21,0,0.04
6882,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21
6883,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0,0,0.07,0
6884,MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01
6885,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,0.05,0
6886,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0,0.04
6887,Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,0.01,0,0
6888,Port Royale 3,X360,2012,Simulation,Kalypso Media,0.06,0,0,0
6889,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,0,0,0.02,0
6890,Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0,0,0.03,0
6891,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0
6892,Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01
6893,Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0,0
6894,Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0
6895,Sonic the Hedgehog,PS3,2006,Platform,Sega,0,0.48,0,0
6896,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12
6897,K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02
6898,F1 2000,PS,2000,Racing,Electronic Arts,0.14,0.09,0,0.02
6899,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0,0,0.04,0
6900,The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0,0.01
6901,Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0.17,0,0.07
6902,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0
6903,Carve,XB,2004,Racing,Global Star,0.04,0.01,0,0
6904,Ratchet & Clank: Into the Nexus,PS3,2013,Shooter,Sony Computer Entertainment,0.3,0.29,0,0.11
6905,Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0,0.02
6906,GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0,0
6907,Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07
6908,Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03
6909,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0
6910,Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0,0,0.02
6911,EyeToy: Operation Spy,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01
6912,Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0.01
6913,The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0,0.05,0,0.01
6914,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27
6915,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05
6916,Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0,0,0.19,0
6917,Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,0.04,0,0
6918,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0,0,0.17,0
6919,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2
6920,Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0
6921,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01
6922,18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0
6923,F1 2013,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15
6924,BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03
6925,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.01
6926,Yoshi's New Island,3DS,2014,Platform,Nintendo,0.47,0.51,0.28,0.09
6927,Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04
6928,South Park,PS,1998,Shooter,Acclaim Entertainment,0.39,0.27,0,0.05
6929,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0,0,0.01
6930,Deathtrap Dungeon,PS,1998,Action,Eidos Interactive,0.19,0.13,0,0.02
6931,Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01
6932,Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0
6933,Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0,0,0
6934,Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0,0,0
6935,Metal Max Returns,SNES,1995,Role-Playing,Data East,0,0,0.04,0
6936,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33
6937,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0,0.84
6938,Hey Arnold! The Movie,GBA,2002,Platform,THQ,0.19,0.07,0,0
6939,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02
6940,Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0,0.07
6941,Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0
6942,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01
6943,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0,0.01
6944,Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.04,0
6945,Famicom Mini: Adventure Island,GBA,2004,Action,Hudson Soft,0,0,0.08,0
6946,STORM: Frontline Nation,PC,2011,Strategy,SimBin Studios,0,0.01,0,0
6947,Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.17,0.12,0,0.05
6948,Guild Wars,PC,2005,Role-Playing,NCSoft,0.02,0,0,0
6949,Littlest Pet Shop: Jungle,DS,2008,Simulation,Electronic Arts,0.34,0.2,0,0.06
6950,Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0,0.01
6951,Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01
6952,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0
6953,Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,0.12,0
6954,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0,0,0.02,0
6955,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0,0,0.02,0
6956,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01
6957,The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0
6958,A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,0,0,0.26,0
6959,Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0
6960,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0,0,0.06,0
6961,J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0
6962,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02
6963,Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.18,0,0,0.01
6964,Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0
6965,Mega Man Battle Network 2,GBA,2002,Action,Ubisoft,0.22,0.08,0,0.01
6966,Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0,0,0
6967,Garfield Gets Real,DS,2009,Action,Zushi Games,0,0.02,0,0
6968,Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0,0.04
6969,The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0
6970,Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0
6971,Disney's Aladdin,GBA,2003,Platform,Capcom,0.02,0.01,0,0
6972,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21
6973,Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,Konami Digital Entertainment,0,0,0.08,0
6974,OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0,0,0.03,0
6975,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05
6976,Shining Force NEO,PS2,2005,Role-Playing,Sega,0.06,0.04,0,0.01
